일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,조식메뉴,중식메뉴,석식메뉴,중식계,석식계,month,조식메뉴_Main,중식메뉴_Main,석식메뉴_Main
2018-11-16,금,2815,251,295,59,0.0,모닝롤/애플샌드 우유/주스 계란후라이 잣죽/쌀밥  어묵국 미역줄기볶음 포기김치  ,쌀밥/잡곡밥  알탕 언양식불고기 부추깻잎전 도토리묵무침 깍두기  ,쌀밥/잡곡밥  콩가루배추국 미트볼케찹조림 황태양념구이 검정콩조림 포기김치  ,616.0,435.0,11,애플샌드,부추깻잎전,검정콩조림
2018-11-19,월,2815,118,230,416,0.0,모닝롤/핫도그 우유/주스 계란후라이 누룽지탕/쌀밥  얼갈이국 꽃맛살볶음 포기김치  ,쌀밥/잡곡밥  꽃게탕 돈육굴소스볶음  매운어묵볶음 콩나물무침 포기김치  ,쌀밥/잡곡밥  닭개장  코다리양념조림  모듬소세지구이 치커리사과무침 포기김치  ,1124.0,442.0,11,꽃맛살볶음,매운어묵볶음,코다리양념조림
2018-11-20,화,2815,70,278,344,0.0,모닝롤/참치샌드 우유/주스 스크램블에그 땅콩죽/쌀밥  무채국 동전쥐포무침 포기김치  ,쌀밥/잡곡밥  들깨시래기국 주꾸미볶음 메추리알조림 통도라지구이 포기김치  ,김치볶음밥/계란  가쯔오장국 탄두리치킨  콥샐러드 단무지 깍두기  ,740.0,485.0,11,동전쥐포무침,통도라지구이,계란
2018-11-21,수,2815,81,290,0,0.0,모닝롤/크로와상 우유/주스 계란후라이 누룽지탕/쌀밥  오징어국  꽈리고추찜 포기김치  ,카레덮밥  맑은국 새우까스*탈탈소스 파스타샐러드  오이무침 포기김치  ,쌀밥/잡곡밥  열무된장국 삼겹살구이  감자채볶음 쫑상추무침 포기김치  ,832.0,411.0,11,꽈리고추찜,새우까스,삼겹살구이
2018-11-22,목,2815,80,287,325,0.0,모닝롤/토마토샌드 우유/주스 계란후라이 흑임자죽/쌀밥  된장찌개 가지나물 포기김치  ,쌀밥/잡곡밥  콩나물국 닭볶음탕  두부구이*양념장 물파래무침 포기김치  ,멸치주먹밥  해물수제비 양장피잡채 부추만두 요플레 포기김치  ,718.0,436.0,11,된장찌개,물파래무침,해물수제비
2018-11-23,금,2815,222,305,57,0.0,모닝롤/치즈프레즐 우유/주스 계란후라이 홍게살죽/쌀밥  우거지해장국  진미채무침 포기김치  ,쌀밥/잡곡밥  근대국 버섯불고기  쫄면무침 취나물 배추겉절이  ,쌀밥/잡곡밥  고추장찌개 돈육장조림  김치전 고구마순나물 포기김치  ,527.0,363.0,11,우거지해장국,쫄면무침,고구마순나물
2018-11-26,월,2815,107,215,447,0.0,모닝롤/프렌치토스트 우유/주스 계란후라이 누룽지탕/쌀밥  민물새우찌개 김구이 포기김치  ,쌀밥/잡곡밥  얼갈이국 닭갈비  감자프리타타 참나물생채 포기김치  ,쌀밥/잡곡밥  부대찌개  굴비구이 우엉잡채 마늘쫑무침 깍두기  ,1077.0,476.0,11,민물새우찌개,얼갈이국,우엉잡채
2018-11-27,화,2815,60,264,418,0.0,모닝롤/에그샌드 우유/주스 스크램블에그 야채죽/쌀밥  감자국 쑥갓두부무침 포기김치  ,쌀밥/잡곡밥  배추된장국 짬뽕불고기  늙은호박전 연두부*양념장 포기김치  ,참치주먹밥  잔치국수 돈육강정  시금치흑임자샐러드 귤 포기김치  ,839.0,529.0,11,쑥갓두부무침,늙은호박전,시금치흑임자샐러드
2018-11-29,목,2815,86,293,354,0.0,모닝롤/단호박샌드 우유/주스 계란후라이 견과류죽/쌀밥  냉이된장국 청포묵무침 포기김치  ,쌀밥/잡곡밥  두부김치국 레몬탕수육  어묵꽈리고추볶음 물미역*초장 알타리김치  ,쌀밥/잡곡밥  연두부탕 미니함박조림  해파리겨자채 치커리사과생채 포기김치  ,794.0,454.0,11,청포묵무침,어묵꽈리고추볶음,치커리사과생채
2018-11-30,금,2815,196,314,60,0.0,모닝롤/카스텔라 우유/주스 계란후라이 닭죽/쌀밥  북어국 시금치나물 포기김치  ,쌀밥/잡곡밥  매운버섯국  해물누룽지탕  계란말이 얼갈이생채 포기김치  ,쌀밥/잡곡밥  어묵국 깐풍기  새송이버섯전 부추생채 포기김치  ,543.0,362.0,11,북어국,매운버섯국,새송이버섯전
2018-12-03,월,2846,80,187,798,0.0,모닝롤/초코핫케익 우유/주스 계란후라이 누룽지탕/쌀밥  고추장찌개 시래기조림 포기김치  ,쌀밥/잡곡밥  미역국 쇠고기낙지볶음 계란찜 세발나물 포기김치  ,쌀밥/잡곡밥  된장찌개 돈육간장불고기 해물파전 양배추쌈*쌈장 포기김치  ,1248.0,544.0,12,초코핫케익,세발나물,돈육간장불고기
2018-12-04,화,2846,64,246,802,0.0,모닝롤/식빵피자 우유/주스 스크램블에그 팥죽/쌀밥  바지락국 모듬묵*장 포기김치  ,쌀밥/잡곡밥 차돌박이찌개 유린기 모듬버섯볶음 도라지초무침 배추겉절이  ,토마토스파게티  옥수수스프 굴소스볶음밥 쇠고기퀘사디아 키위드레싱샐러드/피클 포기김치  ,911.0,617.0,12,모듬묵,모듬버섯볶음,굴소스볶음밥
2018-12-05,수,2846,87,254,0,0.0,모닝롤/찐빵 우유/주스 계란후라이 누룽지탕/쌀밥  매생이굴국 감자채볶음 포기김치  ,단호박영양밥  유부장국 언양식불고기 주꾸미초무침 파래김*양념장 포기김치  ,쌀밥/잡곡밥  육개장 삼치구이 모듬소세지볶음 근대나물무침 포기김치  ,885.0,414.0,12,매생이굴국,주꾸미초무침,근대나물무침
2018-12-06,목,2846,90,266,589,0.0,모닝롤/옥수수샌드 우유/주스 계란후라이 참치야채죽/쌀밥  꽃게탕 진미채무침 포기김치  ,쌀밥/잡곡밥  콩나물국 오리불고기 셀프무쌈말이 쫑상추무침 포기김치  ,빠에야  쌀국수 웨지감자 하와이안샐러드 과일주스 알타리김치  ,765.0,515.0,12,참치야채죽,오리불고기,과일주스
2018-12-07,금,2846,182,300,83,0.0,모닝롤/고구마파이 우유/주스 계란후라이 김치죽/쌀밥  콩가루배추국 아삭고추무침 포기김치  ,쌀밥/잡곡밥  떡만두국 쇠고기모듬장조림 동그랑땡전 깻잎지 포기김치  ,쌀밥/잡곡밥  쇠고기샤브국 오징어볶음 두부계란부침 무생채 포기김치  ,674.0,353.0,12,콩가루배추국,쇠고기모듬장조림,두부계란부침
2018-12-10,월,2846,98,204,863,0.0,모닝롤/마늘빵 우유/주스 계란후라이 누룽지탕/쌀밥  김치국 자반김 포기김치  ,쌀밥/잡곡밥  아욱국 제육볶음 감자그라탕 콩나물파채무침 포기김치  ,쌀밥/잡곡밥  순두부찌개 미트볼케찹조림 돈육잡채 통도라지구이 포기김치  ,1201.0,597.0,12,자반김,감자그라탕,통도라지구이
2018-12-11,화,2846,69,250,716,0.0,모닝롤/고구마샌드 우유/주스 스크램블에그 호박죽/쌀밥  감자국 미역줄기볶음 포기김치  ,쌀밥/잡곡밥  시금치국 등갈비김치찜  메밀전 도토리묵무침 알타리김치  ,생선초밥  우동 떡볶이 과일샐러드 락교 포기김치  ,883.0,569.0,12,호박죽,메밀전,생선초밥
2018-12-12,수,2846,75,262,0,0.0,모닝롤/호떡 우유/주스 계란후라이 누룽지탕/쌀밥  선지해장국 멸치볶음 포기김치  ,콩나물밥*양념장  가쯔오국 가자미튀김 고추잡채*꽃빵 실곤약초무침 배추겉절이  ,쌀밥/잡곡밥  오징어국 양념치킨 오꼬노미야끼계란말이 청경채생채 포기김치  ,788.0,354.0,12,호떡,가자미튀김,양념치킨
2018-12-13,목,2846,65,253,652,0.0,모닝롤/참치샌드 우유/주스 계란후라이 야채죽/쌀밥  홍합탕 시금치나물 포기김치  ,쌀밥/잡곡밥  매운어묵국 동파삼겹수육 맛살전 참나물겉절이 포기김치  ,짜장밥  계란국 사천식탕수육 부추만두 단무지무침 포기김치  ,765.0,475.0,12,홍합탕,참나물겉절이,짜장밥
2018-12-14,금,2846,160,277,113,0.0,모닝롤/베이글 우유/주스 계란후라이 낙지죽/쌀밥  시래기국 쑥갓두부무침 포기김치  ,쌀밥/잡곡밥  동태찌개 치즈함박스테이크 두부조림 방풍나물 포기김치  ,쌀밥/잡곡밥  김치찌개 안동찜닭 새송이고추장구이 열무나물무침 포기김치  ,664.0,411.0,12,낙지죽,치즈함박스테이크,새송이고추장구이
2018-12-17,월,2846,90,201,602,0.0,모닝롤/팬케익 우유/주스 계란후라이 누룽지탕/쌀밥  얼갈이된장국 꽈리고추찜 포기김치  ,쌀밥/잡곡밥  콩나물국 짬뽕불고기 메추리알조림 건새우마늘쫑볶음 포기김치  ,쌀밥/잡곡밥  된장찌개 주꾸미볶음 비엔나감자볶음 숙주나물 포기김치  ,1170.0,421.0,12,얼갈이된장국,건새우마늘쫑볶음,비엔나감자볶음
2018-12-18,화,2846,87,243,525,0.0,모닝롤/에그샌드 우유/주스 스크램블에그 표고버섯죽/쌀밥  무채국 브로컬리들깨찜 포기김치  ,쌀밥/잡곡밥  연두부탕 닭볶음탕 해물김치전 물파래무침 배추겉절이  ,충무김밥  김치말이국수 오징어초무침 꽃맛살샐러드 귤 석박지  ,813.0,432.0,12,브로컬리들깨찜,물파래무침,오징어초무침
2018-12-19,수,2846,86,256,0,0.0,모닝롤/와플 우유/주스 계란후라이 누룽지탕/쌀밥  호박젓국찌개 명엽채무침 포기김치  ,곤드레밥*강된장  팽이장국 탕수어 쫄면무침 치커리유자청생채 포기김치  ,쌀밥/잡곡밥  콩비지찌개 고등어구이 닭살겨자냉채 가지나물 포기김치  ,710.0,390.0,12,호박젓국찌개,치커리유자청생채,닭살겨자냉채
2018-12-20,목,2846,106,242,235,0.0,모닝롤/야채샌드 우유/주스 계란후라이 녹두죽/쌀밥  버섯매운탕 연근조림 포기김치  ,쌀밥/잡곡밥  근대국 돼지갈비찜 두부새싹구이 호박나물 알타리김치  ,쌀밥/잡곡밥  옛날돈까스 크림스프 감자범벅/양배추샐러드 수제피클/음료 포기김치  ,784.0,373.0,12,버섯매운탕,두부새싹구이,옛날돈까스
2018-12-21,금,2846,175,261,163,0.0,모닝롤/단팥빵 우유/주스 계란후라이 쇠고기죽/쌀밥  북어계란국 톳두부무침 포기김치  ,쌀밥/잡곡밥  닭개장 갈치양념조림 고기전 비트무생채 포기김치  ,쌀밥/잡곡밥  쇠고기미역국 생선까스*탈탈소스 마파두부 콩나물무침 포기김치  ,456.0,456.0,12,톳두부무침,갈치양념조림,쇠고기미역국
2018-12-24,월,2846,894,159,26,0.0,모닝롤/프렌치토스트 우유/주스 계란후라이 누룽지탕/쌀밥  콩나물김치국 쥐포무침 포기김치  ,쌀밥/잡곡밥  열무된장국 훈제오리구이 매운어묵볶음 쌈무/부추생채 크리스마스케익 포기김치  ,쌀밥/잡곡밥  민물새우찌개 닭갈비 버섯잡채 오이무침 포기김치  ,296.0,104.0,12,콩나물김치국,크리스마스케익,민물새우찌개
2018-12-27,목,2846,182,253,132,0.0,모닝롤/옥수수샌드 우유/주스 계란후라이 소라살죽/쌀밥  소고기무국 시래기지짐 포기김치  ,쌀밥/잡곡밥  순두부찌개 오징어볶음 계란말이 참나물땅콩무침 포기김치  ,김밥볶음밥  짬뽕 깐풍기 키위드레싱샐러드 오복지무침 포기김치  ,517.0,251.0,12,시래기지짐,참나물땅콩무침,오복지무침
2018-12-28,금,2846,315,264,18,0.0,모닝롤/카스텔라 우유/주스 계란후라이 양송이죽/쌀밥  대구매운탕 검정콩조림 포기김치  ,쌀밥/잡곡밥  고추장찌개 버섯불고기 해물동그랑땡 유채나물 포기김치  ,쌀밥/잡곡밥  육개장 코다리조림 꽃맛살볶음 견과류조림 포기김치  ,491.0,406.0,12,대구매운탕,해물동그랑땡,코다리조림
2018-12-31,월,2846,1085,132,28,0.0,모닝롤/마늘빵 우유/주스 계란후라이 누룽지탕/쌀밥  된장찌개 단배추나물 포기김치  ,쌀밥/잡곡밥  콩나물국 돈육고추장불고기  감자채볶음 양배추쌈 포기김치  ,쌀밥/잡곡밥  들깨시래기국 훈제오리볶음 계란찜 참나물생채 포기김치  ,332.0,135.0,12,단배추나물,돈육고추장불고기,훈제오리볶음
2019-01-02,수,2985,108,129,0,0.0,모닝롤/크로와상 우유/주스 계란후라이 누룽지탕/쌀밥  어묵국 김자반 포기김치  ,쌀밥/잡곡밥  떡국  소갈비찜  해물파전 도라지오이무침/식혜 포기김치  ,쌀밥/잡곡밥  부대찌개 마늘간장치킨  두부양념조림 유채나물된장무침 배추겉절이  ,1201.0,407.0,1,어묵국,도라지오이무침,마늘간장치킨
2019-01-03,목,2985,120,207,444,0.0,모닝롤/바나나샌드 우유/주스 계란후라이 해물죽/쌀밥  감자국 무생채 포기김치  ,쌀밥/잡곡밥  차돌박이찌개 안동찜닭  주꾸미초무침 꽈리고추찜 포기김치  ,새우볶음밥  우동 깐풍육  콘샐러드 락교 포기김치  ,858.0,494.0,1,무생채,꽈리고추찜,새우볶음밥
2019-01-04,금,2985,218,234,65,0.0,모닝롤/치즈프레즐 우유/주스 계란후라이 잣죽/쌀밥  쇠고기샤브국 멸치볶음 포기김치  ,쌀밥/잡곡밥  두부김치국 언양식불고기 삼치구이 물미역무침 포기김치  ,쌀밥/잡곡밥  북어계란국 미트볼떡조림  도토리묵무침 호박나물 포기김치  ,668.0,482.0,1,쇠고기샤브국,물미역무침,미트볼떡조림
2019-01-07,월,2985,113,211,439,0.0,모닝롤/초코핫케익 우유/주스 계란후라이 누룽지탕/쌀밥  호박젓국찌개 구이김 포기김치  ,쌀밥/잡곡밥  시래기국 쇠고기숙주볶음 늙은호박전 부추생채 포기김치  ,쌀밥/잡곡밥  미역국 매운돼지갈비찜 연두부*양념장 물파래무침 포기김치  ,1072.0,407.0,1,구이김,쇠고기숙주볶음,매운돼지갈비찜
2019-01-08,화,2985,98,223,444,0.0,모닝롤/식빵피자 우유/주스 계란후라이 참치야채/쌀밥  냉이된장국 모듬묵*장 포기김치  ,쌀밥/잡곡밥  콩나물국 치즈함박스테이크 고등어구이 청경채생채 포기김치  ,멸치주먹밥  잔치국수 유린기 매쉬드포테이토 무피클 포기김치  ,839.0,417.0,1,참치야채,치즈함박스테이크,매쉬드포테이토
2019-01-09,수,2985,85,225,0,0.0,모닝롤/땅콩크림빵 우유/주스 계란후라이 누룽지탕/쌀밥  매생이굴국 브로컬리들깨무침 포기김치  ,비빔밥  맑은국 치킨핑거*요거트소스 하와이안샐러드 검정콩조림 포기김치  ,쌀밥/잡곡밥  닭곰탕 오징어볶음 오꼬노미야끼계란말이 가지나물 배추겉절이  ,778.0,335.0,1,땅콩크림빵,검정콩조림,오꼬노미야끼계란말이
2019-01-10,목,2985,94,243,363,0.0,모닝롤/바나나샌드 우유/주스 계란후라이 야채죽/쌀밥  선지해장국 미역줄기볶음 포기김치  ,쌀밥/잡곡밥  육개장 탕수육 감자프리타타 깻잎지 깍두기  ,닭갈비볶음밥  가쯔오국 크림카레우동 해물까스*칠리소스 양배추샐러드/귤 포기김치  ,767.0,475.0,1,선지해장국,탕수육,가쯔오국
2019-01-11,금,2985,177,251,1,0.0,모닝롤/조각케익 우유/주스 계란후라이 호박죽/쌀밥  바지락국 무채나물 포기김치  ,쌀밥/잡곡밥  꽃게탕 고추잡채*꽃빵 메밀전 시금치나물 포기김치  ,쌀밥/잡곡밥  해물순두부찌개 닭데리야끼구이 셀프무쌈말이 세발나물 포기김치  ,627.0,430.0,1,무채나물,메밀전,닭데리야끼구이
2019-01-14,월,2985,99,186,487,0.0,모닝롤/찐빵 우유/주스 계란후라이 누룽지탕/쌀밥  북어국  진미채무침 포기김치  ,쌀밥/잡곡밥  알탕 돈육굴소스볶음  감자채볶음 마늘쫑무침 포기김치  ,쌀밥/잡곡밥  김치찌개  굴비구이 모듬소세지볶음 파래김*양념장 깍두기  ,1163.0,573.0,1,북어국,알탕,모듬소세지볶음
2019-01-15,화,2985,71,223,417,0.0,모닝롤/씨크립샌드 우유/주스 스크램블에그 닭죽/쌀밥  근대국 땅콩조림 포기김치  ,쌀밥/잡곡밥  어묵국 등갈비김치말이  해파리냉채 치커리유자청생채 알타리김치  ,목살필라프  팽이가쯔오장국 로제파스타 키위드레싱샐러드 마늘빵/주스 포기김치  ,963.0,569.0,1,땅콩조림,등갈비김치말이,팽이가쯔오장국
2019-01-16,수,2985,80,228,0,0.0,모닝롤/사과파이 우유/주스 계란후라이 누룽지탕/쌀밥  소고기무국  곰피초장 포기김치  ,짜장덮밥  맑은국 유산슬  군만두 단무지/오렌지 포기김치  ,쌀밥/잡곡밥  된장찌개 돈육장조림  해물김치전 콩나물무침 포기김치  ,1021.0,356.0,1,곰피초장,유산슬,해물김치전
2019-01-17,목,2985,71,247,326,0.0,모닝롤/에그샌드 우유/주스 계란후라이 밤죽/쌀밥  동태찌개  열무된장나물 포기김치  ,쌀밥/잡곡밥  봄동된장국 쇠고기낙지볶음  두부스테이크 오이무침 배추겉절이  ,오므라이스  미역장국 모듬튀김*칠리소스 멕시칸샐러드 수제피클 포기김치  ,837.0,515.0,1,열무된장나물,두부스테이크,모듬튀김
2019-01-18,금,2985,196,276,1,0.0,모닝롤/핫도그 우유/주스 계란후라이 홍게살죽/쌀밥  홍합탕 김잔파무침 포기김치  ,쌀밥/잡곡밥  콩나물김치국 순살파닭  실곤약초무침 우엉조림 포기김치  ,쌀밥/잡곡밥  닭개장  해물청경채볶음 버섯잡채 아삭고추무침 포기김치  ,585.0,386.0,1,홍합탕,우엉조림,버섯잡채
2019-01-21,월,2985,114,199,468,0.0,모닝롤/꿀호떡 우유/주스 계란후라이 누룽지탕/쌀밥  감자국 김자반 포기김치  ,쌀밥/잡곡밥  고추장찌개 버섯불고기  야채계란찜 오이사과무침 포기김치  ,쌀밥/잡곡밥  차돌박이찌개  주꾸미볶음 두부새싹구이 부추생채 포기김치  ,1270.0,579.0,1,꿀호떡,오이사과무침,두부새싹구이
2019-01-22,화,2985,73,230,436,0.0,모닝롤/참치샌드 우유/주스 스크램블에그 양송이죽/쌀밥  버섯매운탕  꽈리고추찜 포기김치  ,쌀밥/잡곡밥  배추된장국 닭볶음탕  새송이버섯전 청경채생채 알타리김치  ,참치회덮밥  미소장국 또띠아피자 과일샐러드 락교 포기김치  ,889.0,564.0,1,버섯매운탕,청경채생채,또띠아피자
2019-01-23,수,2985,86,224,0,0.0,모닝롤/단팥빵 우유/주스 계란후라이 누룽지탕/쌀밥  대구탕 두부양념조림 포기김치  ,콩나물밥  맑은국 생선까스*탈탈소스 파스타샐러드  오복지무침 포기김치  ,쌀밥/잡곡밥  아욱국 돈육강정  신김치도토리묵 숙주나물 깍두기  ,958.0,392.0,1,두부양념조림,탈탈소스,신김치도토리묵
2019-01-24,목,2985,91,241,401,0.0,모닝롤/햄치즈샌드 우유/주스 계란후라이 쇠고기죽/쌀밥  김치두부국 느타리호박볶음 포기김치  ,쌀밥/잡곡밥  얼갈이국 누룽지탕수육  오징어초무침 취나물 포기김치  ,김치주먹밥  쌀국수  국물떡볶이 시저샐러드 요플레 포기김치  ,827.0,520.0,1,느타리호박볶음,누룽지탕수육,국물떡볶이
2019-01-25,금,2985,186,267,1,0.0,모닝롤/크로와상 우유/주스 계란후라이 고구마죽/쌀밥  오징어국 어묵볶음 포기김치  ,쌀밥/잡곡밥  수제비국 짬뽕불고기  멸치호두볶음 도라지나물 배추겉절이  ,쌀밥/잡곡밥  콩비지찌개  닭갈비  동태전 물파래무침 포기김치  ,667.0,431.0,1,어묵볶음,멸치호두볶음,동태전
2019-01-28,월,2985,94,203,426,0.0,모닝롤/프렌치토스트 우유/주스 계란후라이 누룽지탕/쌀밥  무채국 진미채무침 포기김치  ,쌀밥/잡곡밥  된장찌개 김치제육볶음 사과고구마그라탱 브로컬리들깨찜 포기김치  ,쌀밥/잡곡밥  배추된장국 양념갈비찜  탕평채 미역레몬초무침 포기김치  ,1140.0,511.0,1,무채국,브로컬리들깨찜,양념갈비찜
2019-01-29,화,2985,61,219,385,0.0,모닝롤/토마토샌드 우유/주스 스크램블에그 닭죽/쌀밥  북어해장국 땅콩조림 포기김치  ,쌀밥/잡곡밥  새알만두국 양파치킨 돈육잡채 유채나물/치킨무 포기김치  ,김밥  나가사끼짬뽕 순대야채볶음 딸기드레싱샐러드 매실주스 포기김치  ,968.0,278.0,1,땅콩조림,새알만두국,매실주스
2019-01-31,목,2985,96,218,325,0.0,모닝롤/인절미샌드 우유/주스 계란후라이 단팥죽/쌀밥  꽃게탕 마늘쫑볶음 포기김치  ,쌀밥/잡곡밥  청국장찌개 갈치구이 비엔나감자볶음 콩나물겨자채무침 포기김치  ,쌀밥/잡곡밥 옛날왕돈까스 옥수수스프 감자범벅/피클 양배추샐러드/주스 포기김치  ,765.0,524.0,1,단팥죽,콩나물겨자채무침,옛날왕돈까스
2019-02-01,금,2806,283,180,2,0.0,모닝롤/고구마파이 우유/주스 계란후라이 야채죽/쌀밥  바지락국 새송이버섯볶음 포기김치  ,쌀밥/잡곡밥  시금치국 동파삼겹수육 해물파전 간장깻잎지 포기김치  ,쌀밥/잡곡밥 참치김치찌개 소고기모듬장조림 셀프무쌈말이 구이김 알타리김치  ,804.0,171.0,2,새송이버섯볶음,간장깻잎지,구이김
2019-02-07,목,2806,392,101,447,0.0,모닝롤/핫케익 우유/주스 계란후라이 견과류죽/쌀밥  김치두부국 김자반 포기김치  ,쌀밥/잡곡밥  열무된장국 훈제오리구이 매운어묵볶음 쌈무/부추생채 포기김치  ,쌀밥/잡곡밥  연두부탕 양념치킨 견과류조림 무생채 포기김치  ,1144.0,553.0,2,핫케익,매운어묵볶음,양념치킨
2019-02-08,금,2806,373,190,3,0.0,모닝롤/찐빵 우유/주스 계란후라이 누룽지탕/쌀밥  시래기국 멸치볶음 포기김치  ,쌀밥/잡곡밥  황태국 제육볶음 들깨버섯무침 숙주나물 알타리김치  ,쌀밥/잡곡밥  쇠고기국 해물누룽지탕 미트볼케찹조림 양념깻잎지 포기김치  ,970.0,532.0,2,시래기국,들깨버섯무침,쇠고기국
2019-02-11,월,2806,67,159,758,0.0,모닝롤/초코핫케익 우유/주스 계란후라이 누룽지탕/쌀밥  콩나물국 두부쑥갓무침 포기김치  ,쌀밥/잡곡밥  어묵국 소불고기  계란말이 실곤약초무침 포기김치  ,쌀밥/잡곡밥  된장찌개 닭볶음탕  부추호박전 오이사과생채 포기김치  ,1459.0,772.0,2,두부쑥갓무침,소불고기,오이사과생채
2019-02-12,화,2806,51,240,648,0.0,모닝롤/와플 우유/주스 스크램블에그 땅콩죽/쌀밥  동태찌개  아삭고추무침 포기김치  ,쌀밥/잡곡밥  순두부찌개 돈육장조림  옥수수전 물미역*초장 포기김치  ,볶음밥*짜장소스  가쯔오장국 사천식탕수육  콘샐러드 단무지/주스 포기김치  ,1102.0,649.0,2,동태찌개,돈육장조림,주스
2019-02-13,수,2806,61,231,0,0.0,모닝롤/애플파이 우유/주스 계란후라이 누룽지탕/쌀밥  조랭이미역국 쥐포무침 포기김치  ,낙지비빔밥  맑은국 메추리알조림 고구마튀김 오복지무침 포기김치  ,쌀밥/잡곡밥  근대국 돈육간장볶음  마파두부  콩나물무침 포기김치  ,1044.0,497.0,2,조랭이미역국,고구마튀김,근대국
2019-02-14,목,2806,73,239,605,0.0,모닝롤/씨크립샌드 우유/주스 계란후라이 표고버섯죽/쌀밥  호박젓국찌개 브로컬리초장 포기김치  ,쌀밥/잡곡밥  꽃게탕 미니채소떡갈비  카레감자채볶음 양배추쌈*쌈장 포기김치  ,참치주먹밥  우동 케이준샐러드 또띠아견과칩 오이피클/과일 포기김치  ,963.0,578.0,2,브로컬리초장,카레감자채볶음,또띠아견과칩
2019-02-15,금,2806,159,278,1,0.0,모닝롤/프렌치토스트 우유/주스 계란후라이 녹두죽/쌀밥  홍합탕 시금치나물 포기김치  ,쌀밥/잡곡밥  봄동된장국 오징어볶음  연두부*양념장 미역줄기볶음 포기김치  ,쌀밥/잡곡밥  육개장  탕수어  우엉잡채 취나물 포기김치  ,682.0,450.0,2,홍합탕,봄동된장국,우엉잡채
2019-02-18,월,2806,104,195,728,0.0,모닝롤/꿀호떡 우유/주스 계란후라이 누룽지탕/쌀밥  냉이된장국 명엽채무침 포기김치  ,쌀밥/잡곡밥  콩비지찌개  치즈함박스테이크  새송이버섯전 유채나물 포기김치  ,쌀밥/잡곡밥  얼갈이국 돈육굴소스볶음  홍어채무침 세발나물 포기김치  ,1314.0,678.0,2,냉이된장국,치즈함박스테이크,얼갈이국
2019-02-19,화,2806,62,228,663,0.0,모닝롤/야채샌드 우유/주스 스크램블에그 잣죽/쌀밥  감자국 꽈리고추찜 포기김치  ,쌀밥/오곡밥  차돌박이찌개  굴비구이 오징어야채무침 보름나물/구이김 부럼/포기김치  ,김치볶음밥/계란  가쯔오장국 탄두리치킨  딸기드레싱샐러드 오렌지 포기김치  ,1052.0,653.0,2,꽈리고추찜,구이김,계란
2019-02-20,수,2806,65,241,0,0.0,모닝롤/치즈프레즐 우유/주스 계란후라이 누룽지탕/쌀밥  대구탕 느타리호박볶음 포기김치  ,곤드레밥*양념장  맑은국 치킨핑거  김치찐만두 무생채/요플레 포기김치  ,쌀밥/잡곡밥  매운버섯국  가자미튀김 모듬소세지구이 진미채무침 깍두기  ,1005.0,472.0,2,대구탕,김치찐만두,진미채무침
2019-02-21,목,2806,81,269,540,0.0,모닝롤/고구마샌드 우유/주스 계란후라이 호박죽/쌀밥  황태국  가지나물 포기김치  ,쌀밥/잡곡밥  아욱국 돼지갈비찜  시금치프리타타 오이무침 알타리김치  ,목살필라프  미니잔치국수 생선까스*칠리소스 콥샐러드 무피클/사과주스 포기김치  ,955.0,620.0,2,호박죽,돼지갈비찜,미니잔치국수
2019-02-22,금,2806,178,301,1,0.0,모닝롤/마늘빵 우유/주스 계란후라이 해물죽/쌀밥  맑은만두육개장  땅콩조림 포기김치  ,쌀밥/잡곡밥  돈육김치찌개  언양식불고기 맛살냉채 마늘쫑건새우볶음 포기김치  ,쌀밥/잡곡밥  오징어국  닭갈비  동그랑땡전 참나물생채 포기김치  ,631.0,478.0,2,맑은만두육개장,맛살냉채,오징어국
2019-02-25,월,2806,122,214,752,0.0,모닝롤/찐빵 우유/주스 계란후라이 누룽지탕/쌀밥  어묵탕 시금치나물 포기김치  ,쌀밥/잡곡밥  고추장찌개 버섯불고기 두부양념조림 참나물 포기김치  ,쌀밥/잡곡밥  콩나물국 류산슬 돈육잡채 물파래무침 포기김치  ,1299.0,645.0,2,어묵탕,참나물,돈육잡채
2019-02-26,화,2806,109,239,644,0.0,모닝롤/피자빵 우유/주스 스크램블에그 견과류죽/쌀밥  연두부탕 모듬묵*장 포기김치  ,쌀밥/잡곡밥  쇠고기미역국  미트볼칠리조림  고등어구이 숙주나물 배추겉절이  ,유부초밥  짬뽕 깐풍기 생과일플레인샐러드 단무지 포기김치  ,924.0,566.0,2,모듬묵,미트볼칠리조림,생과일플레인샐러드
2019-02-28,목,2806,254,271,116,0.0,모닝롤/햄치즈샌드 우유/주스 계란후라이 소고기죽/쌀밥  김치국 아삭고추무침 포기김치  ,쌀밥/잡곡밥  콩가루배추된장국 돈삼겹보쌈 매운어묵볶음 무말랭이 포기김치  ,쌀밥/잡곡밥  소고기무국 주꾸미볶음 맛살전 부추생채 깍두기  ,772.0,464.0,2,소고기죽,콩가루배추된장국,맛살전
